"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,2.157004428,-2.061161349,16.46284909,-2.997532726,NA,NA,3.446811911,NA,0.007355464,NA,-3.015273458,NA,2.330576841,NA,2.496732794,-9.537311313,NA,NA,NA,26.86477535,-5.648161914,-3.723996971,3.719550393,11.18820987,-1.948417936,NA,NA,-6.345032217,NA,-5.046283575,7.229487797,-32.03551474,NA,NA,NA,-4.343384834,-1.208769645
"2",2.157004428,0,4.567025052,29.12456296,19.04739794,12.80543096,-10.6320112,8.05042192,6.408393853,16.02930762,-2.153656109,-2.182880996,6.665522908,15.32356048,10.52272738,-0.626628202,8.195289793,-11.52682193,-1.71327251,12.78355001,32.40263584,21.83213382,-2.919967535,9.132370504,41.59951047,20.1494603,5.971495261,5.512541054,13.40222898,8.552068416,4.111858838,12.3077714,2.349611559,9.915244986,-7.624608024,2.455041508,1.844802417,1.344062525
"3",-2.061161349,4.567025052,0,21.91627509,-2.976110225,10.65696368,1.106845198,35.72886618,25.64532197,-2.589509381,0.02135762,14.65295972,24.46834197,3.179448933,2.628752073,1.722772235,9.084970138,2.341423241,-13.00411063,2.27438634,27.62449166,20.75766034,4.705906999,8.242273811,32.90502518,-3.877839021,-7.59938814,3.689918438,13.30571942,7.32915934,2.612415295,5.680450756,5.763282382,11.78791028,11.18542234,7.213364106,3.600700487,18.14720718
"4",16.46284909,29.12456296,21.91627509,0,12.37392544,28.41849182,17.76684973,36.77448459,41.31087461,11.72142176,11.35201984,31.23105824,24.92334535,8.923062787,15.10787014,24.54591637,23.26427119,12.65001322,-16.20786001,29.95636094,60.48163016,23.58865757,17.75993876,23.39201274,65.72843906,16.47979871,25.76991298,25.12688316,44.46943124,30.14680216,2.619654976,19.49173852,14.44064705,35.5881672,24.20008646,31.96210272,17.61665575,13.32160023
"5",-2.997532726,19.04739794,-2.976110225,12.37392544,0,17.55357842,-15.40532685,28.20252476,14.34511907,-3.155660255,-5.242772252,8.452684743,10.85696912,-13.38945178,-1.890656218,1.019617904,8.943650463,-31.53664838,-16.57915115,5.154341874,21.84089458,9.770843396,3.392514502,-8.081944176,34.40381568,5.387785471,3.331416692,-10.13717282,19.14737444,8.161700216,-5.81851023,7.065640127,-26.27031618,7.565814879,9.000147712,-0.482273404,4.859491618,-0.913838034
"6",NA,12.80543096,10.65696368,28.41849182,17.55357842,0,NA,11.06709011,NA,-12.7052747,NA,16.25053977,NA,-6.14808973,NA,-8.643088451,8.812534323,NA,NA,NA,7.181664286,44.37667897,17.35701806,8.940092511,51.64067036,14.2697599,NA,NA,18.84376109,NA,-9.066176761,11.044177,2.091516492,NA,NA,NA,8.144448194,19.39244134
"7",NA,-10.6320112,1.106845198,17.76684973,-15.40532685,NA,0,-4.988167769,NA,-12.26423344,NA,-6.373246302,NA,9.615747439,NA,-12.25271445,-7.465815843,NA,NA,NA,29.77514728,21.45277617,1.795153946,8.109910758,45.36507029,-2.910254041,NA,NA,24.96305469,NA,-0.771353371,9.770601883,-28.1622482,NA,NA,NA,18.59006085,-18.7208177
"8",3.446811911,8.05042192,35.72886618,36.77448459,28.20252476,11.06709011,-4.988167769,0,49.29822811,17.21750571,29.52235794,-4.168161385,26.27136634,17.99809044,14.13644113,3.875082288,10.56485924,7.524775618,-4.338523753,30.87106543,27.99785987,1.365594432,15.12493264,19.2977096,50.60157143,44.34441779,-3.179126892,19.71262694,-6.044644141,20.6107762,3.052122869,18.41860479,-15.55018341,24.71368371,5.306849088,21.99230904,20.38918996,38.42459009
"9",NA,6.408393853,25.64532197,41.31087461,14.34511907,NA,NA,49.29822811,0,8.209095852,NA,13.31386359,NA,16.83025916,NA,16.43814176,8.319961335,NA,NA,NA,57.01983589,30.02765884,21.9218822,32.12419071,65.48904582,29.23078095,NA,NA,-0.781636871,NA,7.102119068,22.5183179,-6.504553313,NA,NA,NA,4.880187169,33.74183301
"10",0.007355464,16.02930762,-2.589509381,11.72142176,-3.155660255,-12.7052747,-12.26423344,17.21750571,8.209095852,0,-2.573866476,0.950483672,7.19077904,2.606780695,2.908765476,4.855517122,-2.322087537,-6.380700658,-13.88442443,6.060967138,19.9922578,12.33282445,4.580338368,2.909535203,21.62429127,-10.91130246,3.495322302,7.829256125,5.693923772,-0.209029146,-13.04009017,1.4181401,-11.21521436,13.9105726,0.242973166,7.002848745,-20.57409878,0.508515616
